"logFC"	"logCPM"	"PValue"	"FDR"
"ENSMUSG00000027408"	2.69157260832493	0.864063578966305	5.66614496485737e-25	3.13441801988552e-23
"ENSMUSG00000066441"	1.11302024097346	4.30657940356187	6.56708495740426e-25	3.6192479410769e-23
"ENSMUSG00000044254"	2.29613322991318	3.09689582124269	6.69489114171644e-25	3.67596811015434e-23
"ENSMUSG00000074649"	1.1158532574514	4.44170532877762	7.88888720449672e-25	4.31551348186728e-23
"ENSMUSG00000031604"	1.83348576310468	5.69810320018547	1.11457945218209e-24	6.07466365635773e-23
"ENSMUSG00000022780"	4.97863258357862	-0.311669216994491	1.12253718649314e-24	6.09554200165575e-23
"ENSMUSG00000050445"	-1.55598413848947	8.67600999116198	1.15802339068037e-24	6.26520347265532e-23
"ENSMUSG00000021539"	1.42835699001676	5.68611034798716	1.265508011013e-24	6.8217347892927e-23
"ENSMUSG00000022871"	-1.04619054332185	8.55801683024171	1.46912662953547e-24	7.89054557026868e-23
"ENSMUSG00000031647"	2.23679152194839	0.949891364116735	1.76235374959012e-24	9.43114669617611e-23
"ENSMUSG00000058258"	2.53358039589248	6.13545817691941	1.92819977465418e-24	1.02814117948167e-22
"ENSMUSG00000036390"	2.70950679876408	2.77270975735875	3.01848559540818e-24	1.60370619583377e-22
"ENSMUSG00000026542"	2.03513154699538	5.73424502525037	3.18370917519912e-24	1.68542596837602e-22
"ENSMUSG00000026822"	3.62332696749778	5.55566185262245	3.80638614572202e-24	2.00712553312698e-22
"ENSMUSG00000070730"	0.872654938645313	6.4264434822793	3.81856651867759e-24	2.00712553312698e-22
"ENSMUSG00000058135"	1.22463162072179	11.0979219286141	4.27863265599226e-24	2.24097178471651e-22
"ENSMUSG00000031434"	1.47662039455924	2.48812708206425	5.13793859382548e-24	2.68153190921563e-22
"ENSMUSG00000028712"	-2.36304978435107	4.53539780607409	5.19874839798133e-24	2.7037152759924e-22
"ENSMUSG00000024391"	-1.66201854334943	6.25120595224535	5.49936023352986e-24	2.85001932102583e-22
"ENSMUSG00000090090"	2.34143691308816	2.30430952522136	5.63483394615614e-24	2.91001739107434e-22
"ENSMUSG00000024411"	2.03862997720929	5.09944000653532	5.72037631149405e-24	2.94390097981767e-22
"ENSMUSG00000047746"	2.40733093825294	1.03823454493979	6.37105720316798e-24	3.26737898926358e-22
"ENSMUSG00000078672"	-3.77078440284435	11.849937646648	7.51033959597808e-24	3.83832926756388e-22
"ENSMUSG00000050860"	1.99639002690694	4.16409419215901	1.3110920881004e-23	6.67752763491136e-22
"ENSMUSG00000021416"	5.46828838392543	-0.0714310922447388	1.53549495966807e-23	7.79356032793727e-22
"ENSMUSG00000041654"	1.11263851390136	4.38708456652149	1.73209614273874e-23	8.76132192748328e-22
"ENSMUSG00000053219"	2.0981502200988	4.41401663104209	1.81914435237202e-23	9.170225967418e-22
"ENSMUSG00000055730"	-1.23113518677728	8.00049966759094	2.43296556354899e-23	1.2222755569258e-21
"ENSMUSG00000010307"	1.65207250133473	3.31849315614057	2.53626078481224e-23	1.26984989124328e-21
"ENSMUSG00000039835"	-1.45810415089481	3.14810290755586	2.54964592612379e-23	1.27223886246109e-21
"ENSMUSG00000035186"	3.77848805609516	1.74445382264861	2.91736896943525e-23	1.45082625180332e-21
"ENSMUSG00000042379"	1.61957206260414	1.69095428429462	3.67231958637512e-23	1.8201396070725e-21
"ENSMUSG00000036381"	1.73391625293427	1.41086123416311	3.86644608408846e-23	1.90882678165383e-21
"ENSMUSG00000041220"	1.60312346808359	6.40917481959157	3.87710246781414e-23	1.90882678165383e-21
"ENSMUSG00000051225"	3.99788101512335	1.08596312896304	4.29081247318292e-23	2.1054917019572e-21
"ENSMUSG00000047492"	1.46189235480017	6.51113773868264	4.61268117506997e-23	2.25593711774118e-21
"ENSMUSG00000023963"	-1.65838734985105	5.41520358471204	4.78298061112378e-23	2.33150573024086e-21
"ENSMUSG00000006711"	1.70427230260443	1.89772739510535	4.94242493988658e-23	2.40130316980674e-21
"ENSMUSG00000079494"	1.70066940371678	1.94945986381268	5.07589613939416e-23	2.45806511406071e-21
"ENSMUSG00000025014"	2.94964584025416	1.05498807731961	5.17945579046254e-23	2.50001836683437e-21
"ENSMUSG00000028359"	2.49727228315631	3.62570534180432	5.43896209962582e-23	2.61672541405451e-21
"ENSMUSG00000040446"	-1.29098621427569	4.02937031949168	5.93623794573347e-23	2.84669592397673e-21
"ENSMUSG00000056978"	2.5777051249364	5.5996044980731	6.3851691782863e-23	3.05206953926501e-21
"ENSMUSG00000062209"	1.9907949748626	2.99619510833726	7.09881190278981e-23	3.38224038078082e-21
"ENSMUSG00000072568"	1.61540028853874	3.86564701488375	9.48809874754376e-23	4.50608419618075e-21
"ENSMUSG00000042195"	2.04158153541732	1.0597618554228	9.92263664123659e-23	4.69735074330335e-21
"ENSMUSG00000027820"	1.56161372310254	6.32904138155762	1.87243629600982e-22	8.8357457163147e-21
"ENSMUSG00000025656"	1.75646055832199	3.39965974574304	1.91303417937554e-22	8.99857160171234e-21
"ENSMUSG00000025726"	3.29098766696415	0.112793188217953	2.21612262107585e-22	1.03911527343779e-20
"ENSMUSG00000030378"	-2.53017131382653	8.69185026100922	3.1443476480069e-22	1.46968401142601e-20
"ENSMUSG00000114665"	4.53109923264024	-0.90801054556617	3.32605689088483e-22	1.54971168070564e-20
"ENSMUSG00000022408"	2.4304222345571	1.9283236743138	3.38306967992399e-22	1.57030206800318e-20
"ENSMUSG00000016763"	2.66474777485882	0.163528007856652	3.39151225249163e-22	1.57030206800318e-20
"ENSMUSG00000029161"	2.51871780032196	2.73968333497952	4.01303618175468e-22	1.85226701264115e-20
"ENSMUSG00000034675"	1.98403978145784	1.34908943724911	4.54597686581221e-22	2.09171583514163e-20
"ENSMUSG00000018042"	0.97501529315024	8.36572138281246	4.9068714132167e-22	2.25076058301896e-20
"ENSMUSG00000006517"	2.20513906309712	2.18669203132254	5.09440365318713e-22	2.32954619063696e-20
"ENSMUSG00000025991"	-1.69519004011779	12.1232527208513	5.75628631917674e-22	2.6240848436494e-20
"ENSMUSG00000031808"	-1.6851561744729	4.4183447224046	5.9060386534399e-22	2.68406741265561e-20
"ENSMUSG00000010025"	1.12297670526932	9.62147940429717	6.46575327419622e-22	2.9294225723889e-20
"ENSMUSG00000006403"	3.32590858229373	-0.00374227514335141	7.06468188030802e-22	3.19098933859784e-20
"ENSMUSG00000090667"	2.30897197787513	0.66550621722234	8.12788437303553e-22	3.66002598139435e-20
"ENSMUSG00000022237"	-1.42537821773685	4.89330631852911	9.20550473405722e-22	4.13268404018313e-20
"ENSMUSG00000031443"	-1.1023187492305	6.11261293442126	9.80354049642158e-22	4.38782706461051e-20
"ENSMUSG00000117879"	3.29351725420976	1.48191153845907	1.60343530295953e-21	7.15490617060794e-20
"ENSMUSG00000046179"	-2.31740701196262	1.94428705833574	1.84910941442933e-21	8.22630905154253e-20
"ENSMUSG00000025002"	2.01031855636128	2.58939726439288	3.15153141071928e-21	1.39784140949921e-19
"ENSMUSG00000028445"	-3.32205833481358	1.18626682700182	3.26261359403726e-21	1.44277852646498e-19
"ENSMUSG00000024065"	-0.905655250881831	6.06113359394782	3.56472026873158e-21	1.57166920504971e-19
"ENSMUSG00000026880"	0.932901372823991	5.85172786714572	3.83048805288554e-21	1.68381870658094e-19
"ENSMUSG00000003134"	-1.63278162053991	4.55209277188224	4.57145424650216e-21	2.00357208370436e-19
"ENSMUSG00000029270"	-1.38906500644407	2.98981557890104	5.42748800602475e-21	2.37171591269188e-19
"ENSMUSG00000018459"	1.70384940413218	3.87322139403977	5.73007522991147e-21	2.49655490105582e-19
"ENSMUSG00000118434"	-6.04914058412958	-0.719457316242104	5.92905683090015e-21	2.5756520409528e-19
"ENSMUSG00000022821"	-0.931771770006063	9.22944548564515	6.08408432859137e-21	2.63524708308781e-19
"ENSMUSG00000053279"	1.07004187398233	10.8697957967417	7.12409252749145e-21	3.07669142196049e-19
"ENSMUSG00000058216"	1.5034819895395	2.81259214439957	7.86387356979282e-21	3.38628025148221e-19
"ENSMUSG00000112249"	-1.93084319795846	2.01229387103909	8.33103427702977e-21	3.57701675208517e-19
"ENSMUSG00000055675"	2.42220224624371	1.5245345949403	8.87644942494348e-21	3.80014950743232e-19
"ENSMUSG00000022844"	-1.38790081164386	4.85741104251838	9.5838956664475e-21	4.0911600865153e-19
"ENSMUSG00000039601"	1.49740158018004	4.40331588048834	1.08831062129182e-20	4.63237690964846e-19
"ENSMUSG00000037949"	1.23718258092686	4.03604400407217	1.17733950623495e-20	4.99692658249718e-19
"ENSMUSG00000037820"	1.32230061170648	7.06454977240104	1.19853249176061e-20	5.07229939922756e-19
"ENSMUSG00000031886"	1.11581900992955	7.07938544817145	1.25168357054813e-20	5.2821046677131e-19
"ENSMUSG00000030562"	-1.22811764577642	5.38019077862966	1.36215008852986e-20	5.73189652637779e-19
"ENSMUSG00000034993"	1.19172207018837	5.12973545417207	1.70575520952145e-20	7.15738762631587e-19
"ENSMUSG00000069873"	5.47889376908933	-1.08519369463493	2.19364114607276e-20	9.17849284065005e-19
"ENSMUSG00000026639"	1.96089055300824	4.16755272178346	2.3381969107921e-20	9.7556972803388e-19
"ENSMUSG00000063873"	2.29274780927824	0.501824546749431	2.51333688102229e-20	1.04568973894927e-18
"ENSMUSG00000090698"	2.3574063426319	1.5775941365149	3.15579089940567e-20	1.30929864000623e-18
"ENSMUSG00000025473"	3.30510835428701	-0.220387425907302	3.68875924019519e-20	1.52613372486507e-18
"ENSMUSG00000027533"	2.07703338740746	2.44378240943689	3.77220085149897e-20	1.5562962730905e-18
"ENSMUSG00000045441"	-0.966627806683082	4.83452293459227	4.08154681784074e-20	1.6792324930225e-18
"ENSMUSG00000090338"	-6.3084675153004	-1.20227084846171	4.14453915204733e-20	1.70041231321497e-18
"ENSMUSG00000059895"	1.31112900075065	3.15124221986957	4.418651849023e-20	1.80785284792437e-18
"ENSMUSG00000026956"	2.02928208087801	3.15827129742818	4.84131569403026e-20	1.97531029836538e-18
"ENSMUSG00000111282"	2.80854990069043	1.09488998873216	4.85830008701134e-20	1.97677940179497e-18
"ENSMUSG00000071856"	-1.32456230855553	5.45355971361197	5.29223923832779e-20	2.14742784478301e-18
"ENSMUSG00000028715"	-1.17468996465507	12.0004096620773	5.33648448146615e-20	2.15944865181521e-18
"ENSMUSG00000019232"	-1.29837675953109	8.55894689126992	6.12052262369201e-20	2.4699486107085e-18
"ENSMUSG00000029482"	2.20867566860454	4.78415442968721	7.13910295810918e-20	2.87314852019816e-18
"ENSMUSG00000024485"	-4.68687747247253	-0.40017667753894	7.89289224903331e-20	3.16788093799516e-18
"ENSMUSG00000078817"	-1.54691323755643	6.14995045453045	7.98114636732153e-20	3.19462145922328e-18
"ENSMUSG00000059060"	3.13303237200607	2.94951262016555	8.13450693870868e-20	3.24720722931695e-18
"ENSMUSG00000028199"	0.845005623740768	6.56256027826462	8.46533684695757e-20	3.37016240510952e-18
"ENSMUSG00000060227"	-1.90216764137089	3.07923309652942	8.64587224885829e-20	3.43278314826981e-18
"ENSMUSG00000109674"	-3.07018267300971	0.308787542272978	8.97587407864053e-20	3.54748416542085e-18
"ENSMUSG00000054034"	4.70568441595722	-1.00890264308559	8.98279673573051e-20	3.54748416542085e-18
"ENSMUSG00000025153"	1.89580132863029	7.11221920301224	9.51198695303166e-20	3.7464545945674e-18
"ENSMUSG00000045917"	1.38754948508394	2.88293808610858	9.82697267050262e-20	3.86022304104584e-18
"ENSMUSG00000090213"	1.21132605110812	5.21196269241434	1.41532601448801e-19	5.54492446524879e-18
"ENSMUSG00000021273"	1.0932427854647	5.82104404977688	1.49461726656001e-19	5.84007857859561e-18
"ENSMUSG00000026380"	1.74751896587685	3.81150892675997	1.50481186538107e-19	5.86439874714471e-18
"ENSMUSG00000002550"	1.07532875845017	5.37839017173775	1.65340228868205e-19	6.42651363258786e-18
"ENSMUSG00000002058"	1.82013255689774	3.04988111481466	1.86897458550522e-19	7.24534242202418e-18
"ENSMUSG00000003032"	1.55762691171817	1.93607936206545	2.15910673353591e-19	8.34816922888098e-18
"ENSMUSG00000049799"	4.06202659045414	-0.491692784675902	2.26762751612716e-19	8.7448716483546e-18
"ENSMUSG00000064080"	1.7970388700358	1.54518732235222	2.46635629571981e-19	9.48647981452647e-18
"ENSMUSG00000067235"	1.25760992574182	10.3862509796485	2.58510894690648e-19	9.9174179599503e-18
"ENSMUSG00000023828"	1.548598827096	3.91708550388988	2.95248464972387e-19	1.12974606933734e-17
"ENSMUSG00000037953"	6.07132336669542	-1.2625280840067	3.24474989783803e-19	1.23837095584154e-17
"ENSMUSG00000032313"	-2.26401167197667	0.149667454530079	3.27431181529392e-19	1.24643261628586e-17
"ENSMUSG00000031645"	-1.26559513725875	5.02377391958069	3.74250356163434e-19	1.42099685360769e-17
"ENSMUSG00000087141"	-1.26563189469786	6.04152652722709	3.98107189804389e-19	1.50770338292585e-17
"ENSMUSG00000058706"	-0.884418116079362	4.85637770343605	4.27403465558951e-19	1.61451385839021e-17
"ENSMUSG00000001467"	1.50802957632532	5.65085419456767	4.66490778127205e-19	1.75767061044358e-17
"ENSMUSG00000032135"	1.34286459452546	2.92899557849235	4.71709814345599e-19	1.7728127119299e-17
"ENSMUSG00000034118"	-0.948726279269912	3.54612520078168	5.10160727147532e-19	1.91245531471296e-17
"ENSMUSG00000040711"	1.62691284082777	1.55041686445044	5.35941786774845e-19	2.0040152381429e-17
"ENSMUSG00000032418"	0.940784835258733	7.55632227148314	5.37870907032502e-19	2.00614982244193e-17
"ENSMUSG00000022868"	-0.919207525347026	12.5889155049149	5.50689361945072e-19	2.04878636673267e-17
"ENSMUSG00000019838"	-1.46241738862121	7.07494285486729	5.57281982812358e-19	2.06810424274837e-17
"ENSMUSG00000038768"	1.37799457974793	4.6318553130962	5.62088059560648e-19	2.08071193977713e-17
"ENSMUSG00000022723"	-1.20884459705318	3.93814395201643	5.71058215675941e-19	2.10863246138341e-17
"ENSMUSG00000002992"	1.7520417938038	8.22443906529671	5.77405424096541e-19	2.12675264685933e-17
"ENSMUSG00000045934"	2.3292914778889	0.791496919852834	6.61861860126887e-19	2.43176608807814e-17
"ENSMUSG00000020014"	1.81197862506017	1.48550788292004	7.17564587978708e-19	2.62988311772842e-17
"ENSMUSG00000024421"	-2.47665916366294	0.562080453985278	7.27282679584511e-19	2.65890227164931e-17
"ENSMUSG00000021094"	0.986029918570542	5.23231477871571	7.74827537668598e-19	2.82572906947289e-17
"ENSMUSG00000027803"	1.0672399441534	5.10106943862004	8.39978328188442e-19	3.05578322840968e-17
"ENSMUSG00000038729"	1.02929787571268	4.63552995307596	8.43695800581924e-19	3.06176584142384e-17
"ENSMUSG00000027559"	1.58167423760982	10.4265511562953	8.68316646063215e-19	3.14339138783178e-17
"ENSMUSG00000047394"	-1.2585693187563	2.95149898221886	1.13031242436132e-18	4.08183728797473e-17
"ENSMUSG00000003644"	1.23450949088393	3.86972501661361	1.1788058755064e-18	4.24657628810476e-17
"ENSMUSG00000025396"	-1.5010288363341	6.892575308616	1.34872540147314e-18	4.84687936247161e-17
"ENSMUSG00000001506"	2.44802577666297	3.40485718305466	1.39521456604799e-18	5.00177649041963e-17
"ENSMUSG00000020051"	-1.19695742375253	10.0131196384123	1.48971361233469e-18	5.32761986784102e-17
"ENSMUSG00000062515"	2.01167742205463	3.94621192914027	1.5654010954324e-18	5.58477637186874e-17
"ENSMUSG00000030409"	1.26288159164258	4.06323887426187	2.49410506049971e-18	8.87661005869416e-17
"ENSMUSG00000085873"	3.29600165486353	-0.425166840350157	2.51027861174503e-18	8.91269593641204e-17
"ENSMUSG00000029657"	-1.86087759946808	6.03057206160016	2.7128890343612e-18	9.60896187949997e-17
"ENSMUSG00000031906"	1.63506452497242	3.93644324334682	2.73154233769848e-18	9.65188524588672e-17
"ENSMUSG00000038599"	-2.46197054448076	-0.036416028851624	3.44027788963329e-18	1.21271848281345e-16
"ENSMUSG00000040675"	1.81341051481878	2.33111742020189	3.70188892027307e-18	1.3018309369627e-16
"ENSMUSG00000040809"	3.49610831630603	0.317537804112044	4.60177223252472e-18	1.61444598276461e-16
"ENSMUSG00000045954"	0.961083593050941	5.00741813611837	5.37162614147467e-18	1.88006914951613e-16
"ENSMUSG00000025190"	-1.83659842311916	8.23401513822925	5.39114528069059e-18	1.88244008973523e-16
"ENSMUSG00000030849"	-1.06765520327377	4.39438203456419	5.87695890146628e-18	2.04723308902493e-16
"ENSMUSG00000063929"	-1.13638633219662	4.54697162975286	5.97948046040481e-18	2.07804532706304e-16
"ENSMUSG00000021696"	2.42449993620548	0.483510565459961	7.56487925084161e-18	2.62284663227537e-16
"ENSMUSG00000027796"	-1.82298617501953	3.61568712091512	8.01410195381548e-18	2.77209100369683e-16
"ENSMUSG00000078597"	-2.68530558300159	6.22600277713062	8.971611250785e-18	3.09604434986202e-16
"ENSMUSG00000032366"	1.04590636197742	4.90062138960602	9.36992123236766e-18	3.22596122615549e-16
"ENSMUSG00000026638"	-1.41492454325191	4.48636325723601	1.09907910502048e-17	3.77520892584942e-16
"ENSMUSG00000094091"	2.12054572610963	0.170015439350755	1.16190152258142e-17	3.98173677228018e-16
"ENSMUSG00000049404"	1.32590701036922	5.73956886023748	1.33140459336491e-17	4.552047649074e-16
"ENSMUSG00000059481"	-0.886509526073105	11.0825949552944	1.42370276944978e-17	4.85637180248803e-16
"ENSMUSG00000028456"	-1.42323685654843	2.24309967568421	1.45320119725127e-17	4.94557181645189e-16
"ENSMUSG00000038530"	1.62655412189222	1.44648967028829	1.56058032374563e-17	5.29879801878688e-16
"ENSMUSG00000027646"	1.75751922992032	1.93608139654884	1.59088730781442e-17	5.38931319642636e-16
"ENSMUSG00000001663"	0.991493818578102	7.64199510064306	1.59470913533476e-17	5.38989792423214e-16
"ENSMUSG00000037868"	3.82542025801866	-0.840228911048102	1.68243110990055e-17	5.67340353726738e-16
"ENSMUSG00000031004"	2.32380563699256	0.726978291045587	1.9315482436733e-17	6.49862586766621e-16
"ENSMUSG00000027224"	6.06149517325787	-1.27842765289678	2.10102595682055e-17	7.05276213232716e-16
"ENSMUSG00000028967"	-0.901432362076034	10.501529648619	2.24694490115561e-17	7.52548212926721e-16
"ENSMUSG00000106069"	3.120407003466	0.0777859642796394	2.47737941736986e-17	8.27848280419747e-16
"ENSMUSG00000037035"	1.81711275878251	3.16639219680701	2.67050028837188e-17	8.90367703369134e-16
"ENSMUSG00000031596"	-1.35330834093272	10.1857490456317	2.85020954605636e-17	9.48144031424604e-16
"ENSMUSG00000029458"	-0.738197676786679	7.54442890838145	3.10110279254738e-17	1.02928737631292e-15
"ENSMUSG00000109130"	3.13733427922497	-0.367815706058752	3.54720048642562e-17	1.17471190996651e-15
"ENSMUSG00000073879"	-5.26582001270895	-1.39758388047669	3.76303573673231e-17	1.24340129377039e-15
"ENSMUSG00000028179"	-0.944863004510445	8.94030112798244	4.10750506496005e-17	1.35342476900735e-15
"ENSMUSG00000021928"	1.30257276214174	5.5982220577372	4.11433799109207e-17	1.35342476900735e-15
"ENSMUSG00000102252"	1.26233989236934	3.44467584025898	4.18999486469623e-17	1.37524942559029e-15
"ENSMUSG00000006641"	1.24772874023185	3.81059234975849	4.27096903110287e-17	1.39871868269156e-15
"ENSMUSG00000082644"	-4.36658284119061	2.14967478830351	4.33340199813097e-17	1.41602538744235e-15
"ENSMUSG00000002831"	1.72634508995888	5.91915964990721	5.32092921339401e-17	1.73488133513972e-15
"ENSMUSG00000054843"	-1.08107581083088	5.0485170200812	5.36038943385232e-17	1.74389761977971e-15
"ENSMUSG00000000290"	1.21920682004922	3.01603768845688	6.08009726084734e-17	1.97369311082891e-15
"ENSMUSG00000037887"	2.46480827173759	1.56882025895471	6.44818824244965e-17	2.08859079695134e-15
"ENSMUSG00000022324"	1.34587285390719	1.63235630542672	8.38279222200391e-17	2.70927442273518e-15
"ENSMUSG00000033174"	0.946223222850308	7.92243013354499	8.69098975676388e-17	2.80274931675551e-15
"ENSMUSG00000032946"	1.21230775264075	3.76391922983228	9.39212312974465e-17	3.02225835787208e-15
"ENSMUSG00000030340"	-1.28891280499362	3.52906779656484	9.59548704477471e-17	3.08098573155049e-15
"ENSMUSG00000066072"	-1.24874760470007	11.5787170481684	9.78809460424443e-17	3.13601208903883e-15
"ENSMUSG00000049128"	6.27651541961474	-1.15985808124781	1.05037635793742e-16	3.35802138673933e-15
"ENSMUSG00000074373"	4.58641208492073	6.36116284113236	1.10636101757868e-16	3.52936333253503e-15
"ENSMUSG00000030004"	1.55082196335615	2.86029396120529	1.10928224191042e-16	3.53105575711571e-15
